EmployeeId,Age,Gender,MaritalStatus,Turnover,Department,Role,RoleGrade,QualificationsHeld,YearsWorkExperience,EducationField,EmployeeSatisfactionScore,JobEngagementScore,JobSatisfactionScore,PreviousManagerRelationshipSatisfactionScore,ManagerRelationshipSatisfactionScore,Traveling,RegularOvertime,PercentSalaryHike,ContractHours,SharesOptionLevel,TrainingTimesLastYear,WorkLifeBalanceScore,YearsAtCompany,YearsInCurrentRole,YearsWithCurrentManager,DistanceFromHome
924,25,F,Single,No,Sales,Sales Executive,3,2,1,Life Sciences,2,3,4,4,4,Sometimes,No,20,37.5,0,6,2,9,8,6,10
925,26,M,Divorced,No,Human Resources,Human Resources,1,2,1,Medical,1,2,1,3,4,Sometimes,No,21,37.5,1,2,2,7,0,7,9
926,31,M,Married,No,Research & Development,Research Scientist,1,5,7,Life Sciences,3,3,1,2,3,Sometimes,No,11,37.5,1,4,4,1,1,1,13
927,50,M,Divorced,No,Research & Development,Manager,4,1,1,Medical,3,3,3,2,4,Sometimes,No,22,37.5,1,3,2,29,16,4,10
928,31,M,Married,No,Sales,Sales Executive,2,3,1,Medical,3,3,3,1,3,Sometimes,No,11,37.5,0,3,4,9,1,1,6
929,36,M,Divorced,No,Human Resources,Sales Representative,1,3,5,Medical,3,4,3,3,3,Sometimes,No,14,37.5,3,3,3,1,1,1,1
930,47,M,Married,No,Sales,Sales Executive,3,3,3,Marketing,4,3,2,3,4,Mostly,No,21,37.5,0,2,2,10,7,8,12
931,35,M,Single,Yes,Research & Development,Laboratory Technician,1,2,1,Life Sciences,4,2,1,1,4,Sometimes,No,21,37.5,0,2,3,4,3,2,8
932,41,M,Married,No,Research & Development,Research Director,5,4,2,Medical,2,3,4,2,3,Sometimes,Yes,13,37.5,1,2,3,15,14,4,3
933,29,M,Divorced,No,Research & Development,Laboratory Technician,1,3,4,Medical,1,3,2,3,3,Mostly,No,11,37.5,2,0,2,7,2,1,21
934,55,F,Divorced,Yes,Research & Development,Research Scientist,2,3,1,Medical,3,3,4,3,3,Sometimes,Yes,17,37.5,2,2,3,11,0,9,16
935,43,M,Divorced,No,Research & Development,Healthcare Representative,3,3,2,Medical,2,2,1,1,3,Sometimes,No,17,37.5,1,2,2,10,7,7,3
936,37,M,Married,No,Research & Development,Manager,2,3,0,Other,4,3,3,1,4,Sometimes,Yes,24,37.5,0,2,3,8,7,7,1
937,33,M,Divorced,No,Research & Development,Manufacturing Director,3,4,9,Medical,3,1,2,4,4,Sometimes,No,24,37.5,1,5,2,7,7,7,6
938,27,M,Married,No,Research & Development,Research Scientist,1,3,1,Life Sciences,1,3,4,4,4,Sometimes,No,22,37.5,1,2,3,3,3,2,1
939,22,F,Divorced,Yes,Research & Development,Research Scientist,1,3,1,Medical,2,2,4,1,3,Mostly,Yes,13,37.5,3,3,3,3,2,2,5
940,41,M,Divorced,No,Sales,Sales Representative,1,4,8,Marketing,2,3,1,1,3,Sometimes,Yes,13,37.5,3,2,3,2,2,2,8
941,18,F,Married,No,Sales,Sales Executive,2,2,9,Marketing,2,3,4,4,3,Sometimes,No,12,37.5,1,2,3,7,7,2,2
942,31,M,Single,No,Sales,Sales Executive,2,2,1,Marketing,2,3,4,4,3,Sometimes,No,16,37.5,0,2,3,10,7,9,14
943,45,M,Divorced,No,Sales,Sales Executive,3,3,1,Life Sciences,4,3,4,4,3,No,No,25,37.5,1,2,2,10,7,8,2
944,55,M,Single,No,Human Resources,Manager,3,3,2,Technical Degree,2,4,1,2,4,Sometimes,No,23,37.5,0,3,3,4,2,4,24
945,43,M,Single,No,Research & Development,Laboratory Technician,1,1,9,Medical,4,4,4,4,3,Mostly,No,14,37.5,0,3,3,2,2,2,6
946,41,F,Married,No,Research & Development,Research Director,4,3,1,Life Sciences,4,3,1,3,4,Sometimes,No,24,37.5,1,3,2,8,2,1,14
947,19,F,Married,Yes,Sales,Sales Representative,1,2,2,Marketing,1,3,4,1,3,Sometimes,No,12,37.5,1,3,3,1,1,1,27
948,27,F,Divorced,Yes,Research & Development,Laboratory Technician,1,3,1,Medical,4,3,3,3,3,Sometimes,No,11,37.5,3,2,2,3,2,3,9
949,25,F,Married,Yes,Research & Development,Laboratory Technician,1,1,1,Life Sciences,3,2,4,3,3,Mostly,Yes,11,37.5,1,2,4,3,2,2,14
950,50,M,Married,No,Sales,Manager,4,4,4,Technical Degree,3,3,3,4,3,Sometimes,No,11,37.5,1,1,3,15,8,15,8
951,37,M,Married,No,Research & Development,Healthcare Representative,2,3,1,Life Sciences,3,2,4,2,4,No,No,21,37.5,1,6,3,13,11,9,2
952,52,M,Married,Yes,Research & Development,Laboratory Technician,2,2,4,Medical,3,3,1,2,3,Sometimes,Yes,13,37.5,1,5,3,1,1,1,2
953,22,M,Single,Yes,Research & Development,Laboratory Technician,1,3,1,Human Resources,2,4,2,4,3,Sometimes,No,16,37.5,0,3,3,3,2,3,4
954,46,M,Divorced,No,Research & Development,Laboratory Technician,1,3,1,Other,3,2,1,2,3,Sometimes,No,18,37.5,1,6,2,2,2,2,2
955,40,M,Single,No,Sales,Sales Executive,2,3,1,Marketing,4,3,4,4,3,Sometimes,No,14,37.5,0,2,3,10,9,7,4
956,51,F,Divorced,No,Research & Development,Healthcare Representative,5,3,5,Life Sciences,3,3,2,2,3,Sometimes,No,12,37.5,2,2,4,1,1,1,5
957,30,M,Married,Yes,Sales,Sales Executive,2,4,9,Life Sciences,1,4,3,4,3,Sometimes,Yes,15,37.5,3,5,3,5,3,3,2
958,37,F,Married,No,Sales,Sales Executive,2,4,0,Marketing,3,1,2,1,3,Sometimes,No,18,37.5,0,3,2,16,10,9,18
959,36,F,Single,Yes,Sales,Healthcare Representative,3,3,0,Life Sciences,3,4,3,1,3,Sometimes,No,14,37.5,0,5,3,14,4,7,3
960,44,F,Married,No,Research & Development,Healthcare Representative,5,3,2,Medical,4,3,3,3,4,Sometimes,No,23,37.5,1,2,2,1,1,1,12
961,26,F,Single,Yes,Sales,Sales Executive,2,4,8,Medical,4,3,1,3,3,Sometimes,Yes,17,37.5,0,6,3,3,2,1,6
962,25,M,Married,No,Research & Development,Research Scientist,1,2,4,Medical,3,2,4,3,3,Sometimes,Yes,13,37.5,1,4,3,2,2,2,5
963,35,F,Married,Yes,Research & Development,Manufacturing Director,3,1,1,Life Sciences,4,1,3,1,3,Sometimes,No,12,37.5,0,0,2,14,6,7,2
964,47,M,Divorced,No,Research & Development,Research Director,3,3,3,Life Sciences,4,3,1,1,3,Sometimes,No,15,37.5,2,2,3,12,12,11,7
965,34,M,Divorced,No,Research & Development,Research Scientist,1,4,3,Medical,4,3,2,3,3,Sometimes,No,12,37.5,1,4,3,5,2,2,5
966,28,M,Married,No,Research & Development,Research Scientist,1,4,1,Medical,2,3,3,4,3,Sometimes,No,11,37.5,1,2,2,5,2,1,4
967,34,M,Divorced,No,Sales,Sales Executive,2,3,3,Technical Degree,4,3,4,4,3,Sometimes,Yes,15,37.5,1,2,4,0,0,0,1
968,25,M,Married,No,Research & Development,Research Scientist,1,1,1,Life Sciences,4,2,1,3,4,Mostly,No,20,37.5,1,0,4,1,1,1,26
969,37,F,Married,No,Research & Development,Manufacturing Director,2,3,1,Life Sciences,2,3,3,1,3,Mostly,Yes,12,37.5,3,3,2,17,16,7,15
970,37,M,Single,No,Research & Development,Laboratory Technician,2,1,4,Life Sciences,3,3,4,3,3,Sometimes,No,11,37.5,0,3,3,10,9,8,7
971,30,M,Married,No,Sales,Sales Representative,1,1,3,Life Sciences,3,3,1,1,3,No,No,11,37.5,1,3,3,4,3,4,26
972,50,M,Single,Yes,Research & Development,Laboratory Technician,1,3,1,Other,4,3,3,1,3,Sometimes,No,11,37.5,0,5,2,0,0,0,1
973,40,M,Divorced,No,Human Resources,Manager,5,4,1,Life Sciences,2,3,2,4,4,Mostly,Yes,22,37.5,1,2,3,20,7,4,2
974,41,F,Single,No,Sales,Sales Executive,2,3,4,Life Sciences,3,3,1,4,3,Mostly,No,16,37.5,0,1,3,7,7,7,7
975,38,M,Single,Yes,Research & Development,Healthcare Representative,3,3,1,Technical Degree,3,3,3,4,3,Mostly,No,17,37.5,0,2,2,10,8,8,26
976,48,M,Single,No,Sales,Manager,4,3,7,Life Sciences,2,2,3,4,3,Sometimes,No,12,37.5,0,1,3,20,0,4,3
977,29,M,Married,No,Research & Development,Research Scientist,1,1,0,Medical,3,2,3,3,3,Mostly,No,18,37.5,3,3,2,9,2,2,1
978,54,F,Married,No,Research & Development,Research Director,4,3,2,Medical,1,1,1,4,3,Sometimes,No,13,37.5,0,3,3,6,2,1,1
979,32,M,Divorced,Yes,Research & Development,Manufacturing Director,2,2,2,Life Sciences,1,2,2,1,3,Mostly,Yes,13,37.5,1,2,3,4,0,2,9
980,31,M,Single,No,Research & Development,Research Scientist,1,2,1,Medical,2,2,3,4,3,Sometimes,No,11,37.5,0,3,3,7,1,3,23
981,21,M,Single,No,Research & Development,Research Scientist,1,1,2,Medical,4,2,3,3,3,Mostly,No,11,37.5,0,5,3,4,1,1,2
982,54,M,Divorced,No,Research & Development,Laboratory Technician,2,2,8,Medical,2,2,3,4,3,Sometimes,No,13,37.5,1,2,3,5,3,2,9
983,43,M,Divorced,No,Sales,Sales Executive,2,4,2,Marketing,3,3,4,4,3,Sometimes,No,14,37.5,1,2,3,5,0,3,2
984,33,M,Single,No,Research & Development,Research Scientist,1,1,6,Medical,4,4,3,4,3,Sometimes,No,12,37.5,0,0,3,2,2,2,4
985,20,M,Single,Yes,Research & Development,Laboratory Technician,1,3,1,Medical,2,2,4,4,4,No,Yes,20,37.5,0,2,4,1,1,1,28
986,36,M,Married,No,Research & Development,Laboratory Technician,1,3,3,Life Sciences,3,3,4,1,4,Sometimes,No,23,37.5,1,2,3,2,2,2,2
987,27,M,Divorced,No,Sales,Sales Executive,2,4,0,Marketing,3,2,4,1,3,No,No,15,37.5,1,2,4,4,3,2,7
988,35,M,Married,Yes,Research & Development,Laboratory Technician,1,3,1,Medical,2,3,3,2,3,Sometimes,No,14,37.5,0,2,3,2,2,2,26
989,32,F,Divorced,No,Sales,Sales Executive,2,4,1,Marketing,2,3,3,2,3,Mostly,No,12,37.5,2,3,2,5,2,4,8
990,55,M,Married,No,Research & Development,Research Director,4,4,3,Life Sciences,3,3,2,3,3,Sometimes,Yes,18,37.5,1,2,3,14,13,11,8
991,29,F,Single,No,Research & Development,Laboratory Technician,1,3,1,Medical,4,4,3,3,3,Sometimes,Yes,13,37.5,0,3,3,8,2,1,18
992,42,M,Married,No,Research & Development,Manufacturing Director,2,4,2,Technical Degree,4,3,1,2,3,Sometimes,No,17,37.5,1,5,3,3,2,2,2
993,33,M,Married,No,Research & Development,Laboratory Technician,1,4,1,Other,4,3,3,2,3,Sometimes,No,11,37.5,0,3,3,2,2,2,8
994,29,F,Single,Yes,Research & Development,Research Scientist,1,3,7,Medical,3,2,4,1,4,Sometimes,Yes,23,37.5,0,4,3,2,2,2,1
995,51,M,Married,Yes,Human Resources,Research Director,5,4,1,Life Sciences,1,4,4,1,3,Sometimes,Yes,12,37.5,3,2,3,31,3,4,20
996,47,F,Divorced,No,Research & Development,Manufacturing Director,2,2,4,Life Sciences,4,2,1,1,3,Sometimes,No,15,37.5,1,2,3,4,2,4,1
997,26,M,Married,No,Research & Development,Laboratory Technician,1,4,1,Medical,1,2,4,4,3,Sometimes,No,12,37.5,1,2,2,2,2,2,2
998,22,F,Married,No,Research & Development,Research Scientist,1,4,1,Technical Degree,3,1,3,3,3,Sometimes,No,11,37.5,0,2,3,5,2,3,2
999,36,M,Single,Yes,Research & Development,Healthcare Representative,3,3,1,Other,4,2,4,2,4,Mostly,No,20,37.5,0,2,1,10,7,7,16
1000,54,F,Married,No,Sales,Sales Executive,2,4,1,Life Sciences,2,3,4,4,3,Sometimes,No,12,37.5,1,2,2,5,3,1,28
1001,38,F,Married,No,Sales,Sales Executive,3,2,1,Life Sciences,4,3,2,1,3,Sometimes,No,18,37.5,1,2,1,8,7,1,4
1002,48,F,Married,No,Research & Development,Laboratory Technician,1,3,1,Life Sciences,1,3,3,3,3,Sometimes,No,13,37.5,1,3,4,5,4,3,16
1003,45,F,Married,No,Research & Development,Healthcare Representative,4,1,2,Medical,2,3,4,3,3,Sometimes,No,12,37.5,0,6,3,6,2,6,1
1004,41,F,Married,No,Research & Development,Research Scientist,1,2,2,Technical Degree,4,4,3,2,3,No,No,12,37.5,0,3,2,0,0,0,3
1005,33,M,Divorced,No,Sales,Sales Executive,2,2,3,Life Sciences,4,3,3,3,3,Mostly,Yes,11,37.5,1,2,3,8,7,7,7
1006,30,M,Divorced,No,Sales,Manager,3,4,4,Life Sciences,2,3,4,3,4,Sometimes,No,21,37.5,1,5,1,9,8,8,1
1007,40,M,Single,No,Research & Development,Manufacturing Director,3,4,7,Technical Degree,4,2,4,4,3,Sometimes,Yes,13,37.5,0,6,2,17,16,16,2
1008,46,F,Married,No,Research & Development,Healthcare Representative,2,3,7,Medical,1,3,2,3,3,Sometimes,Yes,12,37.5,1,5,3,8,5,6,1
1009,43,M,Divorced,No,Research & Development,Laboratory Technician,1,3,1,Life Sciences,1,3,3,3,4,Sometimes,No,23,37.5,2,2,3,4,0,3,7
1010,48,F,Divorced,No,Research & Development,Healthcare Representative,3,2,4,Medical,4,3,2,2,3,Sometimes,No,11,37.5,1,2,3,13,12,2,9
1011,35,M,Married,No,Research & Development,Research Scientist,1,2,2,Medical,1,4,3,3,3,Sometimes,No,13,37.5,1,3,3,1,1,1,8
1012,29,M,Single,No,Research & Development,Research Scientist,1,3,1,Technical Degree,4,2,4,1,4,Mostly,No,20,37.5,0,2,3,4,3,2,1
1013,40,F,Married,No,Research & Development,Laboratory Technician,2,3,4,Medical,2,3,4,3,3,Mostly,Yes,12,37.5,1,1,2,4,2,3,4
1014,26,M,Single,Yes,Research & Development,Research Scientist,1,2,0,Life Sciences,3,2,4,4,4,Mostly,No,21,37.5,0,3,3,5,2,2,1
1015,29,F,Single,Yes,Sales,Sales Executive,2,3,1,Medical,3,2,4,1,3,Mostly,Yes,12,37.5,0,3,3,10,8,7,25
1016,37,M,Married,No,Research & Development,Laboratory Technician,1,3,3,Life Sciences,2,2,2,4,4,Sometimes,Yes,22,37.5,1,1,3,11,8,8,6
1017,39,M,Married,Yes,Research & Development,Laboratory Technician,1,4,1,Technical Degree,1,2,4,2,3,Sometimes,Yes,12,37.5,0,2,2,10,7,8,8
1018,31,M,Married,No,Research & Development,Healthcare Representative,2,3,1,Life Sciences,4,2,1,3,3,Sometimes,No,13,37.5,1,2,4,20,1,7,10
1019,46,M,Single,No,Research & Development,Laboratory Technician,1,3,9,Life Sciences,1,4,2,2,3,Sometimes,No,15,37.5,0,0,3,4,4,4,3
1020,31,F,Married,No,Research & Development,Research Scientist,2,3,1,Medical,4,3,3,2,3,Mostly,No,12,37.5,1,2,4,6,2,2,10
1021,46,F,Married,No,Research & Development,Healthcare Representative,3,1,1,Medical,1,2,3,2,4,Sometimes,No,22,37.5,2,2,3,10,1,7,17
1022,53,F,Divorced,Yes,Sales,Sales Executive,4,3,7,Marketing,1,2,2,4,3,No,Yes,11,37.5,2,3,2,31,7,7,18
1023,43,M,Married,No,Sales,Sales Executive,3,2,7,Marketing,2,3,4,1,3,Sometimes,No,12,37.5,1,2,3,1,1,1,7
1024,49,M,Married,No,Research & Development,Research Scientist,1,4,1,Life Sciences,1,2,2,1,3,Sometimes,No,13,37.5,1,2,3,8,1,3,29
1025,35,F,Divorced,No,Sales,Sales Executive,2,2,3,Life Sciences,4,3,1,3,4,Sometimes,Yes,25,37.5,1,0,3,3,2,2,20
1026,40,F,Divorced,No,Research & Development,Research Scientist,2,4,9,Life Sciences,4,4,2,1,3,Sometimes,No,18,37.5,1,3,3,7,7,2,3
1027,30,M,Single,No,Research & Development,Laboratory Technician,1,3,1,Human Resources,3,1,4,3,3,Sometimes,No,12,37.5,0,2,3,1,1,1,2
1028,24,F,Married,No,Sales,Sales Representative,1,3,1,Technical Degree,1,3,3,4,3,Mostly,Yes,11,37.5,2,2,4,5,4,3,20
1029,49,F,Married,No,Research & Development,Manufacturing Director,2,5,1,Medical,4,3,2,4,4,Sometimes,No,23,37.5,2,2,3,16,7,16,7
1030,28,M,Single,No,Sales,Sales Executive,2,3,1,Life Sciences,1,3,3,4,3,Sometimes,No,14,37.5,0,6,2,4,3,4,24
1031,27,M,Single,No,Research & Development,Research Scientist,1,3,0,Other,3,3,3,2,3,Sometimes,No,16,37.5,0,2,2,4,2,4,26
1032,44,M,Divorced,No,Research & Development,Research Director,4,2,9,Medical,3,3,3,3,4,Sometimes,No,21,37.5,3,6,2,10,8,7,29
1033,37,F,Married,Yes,Research & Development,Laboratory Technician,1,2,5,Life Sciences,2,2,2,3,3,Sometimes,No,14,37.5,3,5,2,0,0,0,20
1034,43,M,Divorced,No,Research & Development,Healthcare Representative,5,4,4,Life Sciences,1,2,3,2,3,Sometimes,No,13,37.5,2,2,4,7,3,1,9
1035,53,M,Married,No,Research & Development,Laboratory Technician,2,3,3,Other,1,2,3,3,3,Sometimes,No,12,37.5,1,2,3,5,4,2,1
1036,22,M,Married,No,Research & Development,Laboratory Technician,1,2,1,Medical,2,3,3,4,3,Sometimes,No,17,37.5,1,2,2,8,7,5,7
1037,21,M,Divorced,No,Research & Development,Research Scientist,2,3,1,Medical,4,3,4,2,3,Sometimes,No,14,37.5,2,2,2,3,2,2,6
1038,29,F,Married,No,Research & Development,Manufacturing Director,2,3,1,Medical,3,3,4,4,3,Mostly,No,13,37.5,1,5,2,5,3,3,21
1039,46,M,Single,No,Sales,Sales Executive,5,4,7,Human Resources,1,3,4,4,3,Sometimes,No,12,37.5,0,2,2,9,4,7,16
1040,33,M,Single,No,Research & Development,Laboratory Technician,1,2,1,Life Sciences,3,3,2,2,3,Sometimes,No,14,37.5,0,2,2,7,0,7,8
1041,45,F,Divorced,No,Sales,Manager,4,5,3,Other,3,2,4,3,3,Sometimes,No,11,37.5,1,5,3,9,0,8,2
1042,26,M,Single,Yes,Research & Development,Research Scientist,1,3,1,Medical,2,3,1,3,3,Mostly,No,13,37.5,0,3,2,4,2,3,4
1043,26,M,Married,No,Sales,Sales Representative,1,1,1,Technical Degree,2,2,3,3,4,Mostly,No,21,37.5,1,2,4,5,4,3,2
1044,56,M,Single,No,Sales,Sales Executive,3,3,8,Technical Degree,2,3,3,2,3,Mostly,Yes,16,37.5,0,2,3,10,0,8,19
1045,45,M,Single,No,Sales,Sales Executive,3,3,2,Medical,1,3,2,2,3,Mostly,No,12,37.5,0,2,2,2,2,2,7
1046,28,M,Married,No,Research & Development,Laboratory Technician,1,3,0,Other,1,3,3,3,4,Sometimes,No,22,37.5,1,2,3,7,5,2,1
1047,42,M,Divorced,Yes,Research & Development,Manufacturing Director,3,4,7,Medical,3,2,4,3,3,Sometimes,Yes,12,37.5,1,3,3,10,5,9,29
1048,58,F,Married,No,Research & Development,Healthcare Representative,2,4,6,Medical,3,3,3,4,3,Sometimes,Yes,15,37.5,0,2,3,2,2,2,8
1049,49,M,Married,No,Research & Development,Research Director,5,3,3,Life Sciences,2,3,2,3,4,Sometimes,No,15,37.5,1,0,3,7,1,7,1
1050,40,F,Married,No,Research & Development,Laboratory Technician,1,3,1,Life Sciences,1,3,2,3,3,Mostly,No,13,37.5,0,3,4,10,0,5,26
1051,42,M,Married,No,Research & Development,Healthcare Representative,3,3,2,Other,4,2,2,4,3,Sometimes,No,11,37.5,1,3,3,4,2,4,2
1052,49,F,Single,No,Research & Development,Research Director,4,3,5,Medical,4,3,3,2,3,Sometimes,Yes,14,37.5,0,2,4,7,7,7,13
1053,31,F,Single,No,Research & Development,Research Scientist,1,2,1,Life Sciences,1,3,3,4,3,Sometimes,Yes,11,37.5,0,2,3,6,2,2,7
1054,29,F,Divorced,Yes,Research & Development,Laboratory Technician,1,3,1,Life Sciences,1,2,4,2,3,Mostly,No,11,37.5,3,2,3,1,1,1,19
1055,28,M,Divorced,No,Sales,Sales Executive,2,3,7,Marketing,3,3,1,3,3,Sometimes,No,19,37.5,1,1,2,3,2,2,21
1056,50,M,Single,No,Sales,Manager,4,4,3,Medical,4,3,3,1,3,Sometimes,No,14,37.5,0,5,1,3,2,2,4
1057,28,M,Single,No,Research & Development,Research Scientist,1,3,1,Life Sciences,1,3,2,2,4,Sometimes,No,22,37.5,0,2,1,8,1,7,11
1058,45,M,Married,No,Sales,Sales Executive,4,3,2,Medical,4,3,2,4,3,Sometimes,No,11,37.5,0,2,3,33,2,2,20
1059,21,F,Single,Yes,Sales,Sales Representative,1,4,1,Life Sciences,4,3,3,4,3,Mostly,No,12,37.5,0,5,3,5,3,2,1
1060,48,M,Divorced,No,Sales,Sales Executive,2,4,0,Marketing,3,3,3,1,3,Sometimes,Yes,12,37.5,2,3,3,10,9,8,7
1061,55,M,Divorced,No,Research & Development,Healthcare Representative,4,3,0,Medical,3,3,3,4,3,Sometimes,No,11,37.5,1,2,2,25,0,12,2
1062,43,M,Married,No,Research & Development,Laboratory Technician,1,2,1,Life Sciences,4,3,2,4,3,Sometimes,Yes,11,37.5,1,4,3,5,3,2,6
1063,36,F,Married,No,Research & Development,Laboratory Technician,2,2,3,Life Sciences,1,2,4,4,3,Sometimes,No,12,37.5,1,2,2,4,2,2,5
1064,29,M,Single,Yes,Sales,Sales Representative,1,3,1,Technical Degree,4,3,4,1,3,Sometimes,No,13,37.5,0,2,3,3,2,2,24
1065,28,M,Single,Yes,Sales,Sales Executive,3,3,1,Life Sciences,2,1,2,1,3,No,No,18,37.5,0,5,3,8,3,2,5
1066,31,M,Married,No,Research & Development,Manufacturing Director,2,2,4,Life Sciences,4,3,4,2,3,Sometimes,Yes,15,37.5,1,5,3,3,0,3,18
1067,58,M,Married,No,Research & Development,Laboratory Technician,1,4,0,Life Sciences,2,3,1,4,3,Sometimes,No,18,37.5,1,5,3,9,3,2,4
1068,58,F,Single,No,Sales,Sales Executive,2,3,0,Medical,4,2,4,2,3,Sometimes,No,11,37.5,0,2,2,9,2,2,13
1069,33,M,Married,No,Sales,Sales Executive,2,4,1,Life Sciences,1,3,1,4,3,Sometimes,Yes,11,37.5,1,3,3,11,9,7,28
1070,30,M,Married,Yes,Sales,Sales Executive,3,3,3,Other,4,2,2,1,3,Sometimes,No,11,37.5,1,4,3,8,8,7,2
1071,57,M,Divorced,No,Research & Development,Research Director,4,1,0,Life Sciences,3,2,1,1,3,Sometimes,No,13,37.5,1,3,3,29,6,11,17
1072,39,M,Married,Yes,Sales,Sales Executive,3,1,4,Medical,3,1,1,1,3,Mostly,Yes,11,37.5,0,2,1,8,7,7,8
1073,52,F,Married,No,Research & Development,Healthcare Representative,2,3,2,Medical,1,3,2,2,3,Sometimes,Yes,12,37.5,0,2,2,2,2,2,7
1074,26,M,Married,No,Research & Development,Research Scientist,1,1,1,Medical,2,3,2,1,3,Sometimes,No,11,37.5,2,3,3,2,2,2,1
1075,40,F,Divorced,No,Research & Development,Healthcare Representative,4,3,4,Life Sciences,4,3,2,4,3,Sometimes,No,11,37.5,1,2,4,5,2,2,9
1076,35,F,Married,No,Research & Development,Healthcare Representative,2,4,4,Other,4,3,4,2,3,Sometimes,No,15,37.5,0,2,3,8,3,8,7
1077,42,M,Married,No,Sales,Sales Executive,2,4,3,Life Sciences,4,4,1,4,4,Sometimes,No,22,37.5,2,2,3,10,9,9,1
1078,33,F,Married,No,Research & Development,Manufacturing Director,3,3,1,Technical Degree,3,3,2,3,3,No,No,21,37.5,0,3,2,19,7,8,1
1079,46,F,Divorced,No,Research & Development,Healthcare Representative,3,4,2,Life Sciences,1,3,3,2,3,Sometimes,Yes,15,37.5,2,2,1,25,12,2,26
1080,41,M,Married,No,Sales,Sales Executive,2,2,1,Marketing,4,3,1,4,3,Sometimes,Yes,15,37.5,0,2,3,16,13,12,20
1081,42,M,Single,No,Sales,Manager,5,1,3,Life Sciences,2,3,4,2,3,Sometimes,No,11,37.5,0,3,4,8,6,4,13
1082,22,M,Divorced,No,Research & Development,Research Scientist,1,3,1,Medical,3,3,3,3,4,Sometimes,No,25,37.5,2,2,3,1,1,1,1
1083,52,F,Married,No,Sales,Manager,3,3,5,Life Sciences,4,1,1,3,3,No,Yes,14,37.5,1,3,4,7,6,7,10
1084,49,M,Married,No,Sales,Manager,2,2,2,Life Sciences,1,2,1,3,3,Sometimes,No,15,37.5,1,2,4,4,3,2,24
1085,46,M,Married,No,Research & Development,Laboratory Technician,1,3,1,Life Sciences,1,3,2,3,3,Sometimes,No,16,37.5,0,2,3,7,7,7,1
1086,58,M,Single,No,Research & Development,Research Scientist,2,2,1,Human Resources,4,3,4,3,4,Sometimes,Yes,25,37.5,0,3,4,0,0,0,29
1087,54,M,Single,Yes,Research & Development,Laboratory Technician,1,4,1,Medical,1,4,3,2,3,Mostly,No,14,37.5,0,2,4,20,8,7,1
1088,36,M,Married,No,Sales,Sales Executive,2,3,4,Medical,1,4,4,2,3,Mostly,No,12,37.5,1,4,2,6,4,4,3
1089,34,F,Single,No,Research & Development,Research Scientist,1,2,4,Life Sciences,4,3,4,3,3,Sometimes,No,15,37.5,0,3,4,3,2,3,1
1090,35,F,Divorced,Yes,Research & Development,Laboratory Technician,1,2,1,Medical,1,3,4,3,3,Sometimes,No,17,37.5,1,0,3,1,1,1,7
1091,40,M,Single,No,Research & Development,Healthcare Representative,2,3,7,Life Sciences,3,2,2,4,3,Sometimes,No,14,37.5,0,2,3,10,7,7,2
1092,42,M,Married,No,Sales,Sales Executive,3,3,1,Marketing,4,2,2,4,3,Sometimes,Yes,15,37.5,2,2,3,30,6,6,15
1093,37,M,Single,Yes,Sales,Sales Executive,3,3,7,Life Sciences,1,2,1,2,3,Mostly,No,17,37.5,0,2,1,2,2,2,4
1094,26,F,Married,No,Research & Development,Research Scientist,1,3,1,Life Sciences,3,3,3,4,3,Sometimes,No,15,37.5,1,3,3,5,2,2,8
1095,35,M,Married,No,Research & Development,Healthcare Representative,2,3,3,Life Sciences,3,3,3,1,4,Sometimes,No,20,37.5,1,3,3,17,7,7,6
1096,34,F,Divorced,No,Research & Development,Healthcare Representative,2,3,2,Life Sciences,3,2,2,4,3,Sometimes,No,11,37.5,2,6,3,7,3,7,6
1097,24,M,Married,No,Sales,Sales Executive,3,2,1,Life Sciences,3,2,1,4,3,Sometimes,No,11,37.5,1,2,3,10,7,6,8
1098,58,M,Divorced,No,Research & Development,Manufacturing Director,2,2,9,Life Sciences,3,3,3,2,3,Sometimes,No,11,37.5,3,2,3,1,1,1,8
1099,34,M,Married,No,Sales,Sales Executive,2,1,1,Life Sciences,3,3,2,4,3,Mostly,No,15,37.5,1,3,3,20,8,7,20
1100,33,M,Single,Yes,Research & Development,Laboratory Technician,1,2,1,Other,4,3,1,3,3,Sometimes,No,13,37.5,0,4,3,3,2,2,26
1101,27,M,Married,No,Research & Development,Research Scientist,1,1,1,Life Sciences,3,3,3,4,3,Sometimes,Yes,13,37.5,1,2,3,2,2,2,15
1102,57,M,Single,No,Sales,Sales Executive,2,3,5,Marketing,3,3,3,3,3,Sometimes,Yes,19,37.5,0,3,3,7,1,7,2
1103,33,F,Divorced,No,Research & Development,Laboratory Technician,1,3,1,Life Sciences,3,3,3,4,3,Sometimes,No,18,37.5,1,2,3,11,5,1,1
1104,50,F,Divorced,No,Human Resources,Manager,4,3,3,Medical,3,3,1,1,4,Sometimes,No,21,37.5,1,3,3,4,2,2,26
1105,56,M,Married,No,Sales,Sales Executive,4,4,1,Marketing,4,3,3,3,4,No,No,22,37.5,1,3,2,10,8,4,18
1106,39,M,Single,No,Research & Development,Manager,3,4,9,Other,2,3,4,2,3,Sometimes,No,13,37.5,0,2,3,5,1,5,29
